folio,material_id,material,familia,unidad,proveedor_id,proveedor,origen,distancia_km,pad_id,pad,operadora,mes,fecha_orden,fecha_plan,fecha_real,lead_plan_dias,lead_real_dias,retraso_dias,cant_plan,cant_real,costo_material_usd,costo_flete_usd,costo_demora_usd,estado
ENV-00608,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-10,Cruz de Lorena,Shell,2025-09,2025-09-16,2025-09-20,2025-09-19,4,3,-1,120.0,119.7,113715.0,2531.0,0,OTIF
ENV-00609,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-10,2025-10-10,2025-10-14,2025-10-14,4,4,0,120.0,121.2,115140.0,2795.0,0,OTIF
ENV-00610,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-10,2025-10-10,2025-10-14,2025-10-13,4,3,-1,120.0,119.0,113050.0,2430.0,0,OTIF
ENV-00611,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-09,Los Toldos,ExxonMobil,2025-10,2025-10-16,2025-10-22,2025-10-22,6,6,0,120.0,118.8,112860.0,9825.0,0,OTIF
ENV-00612,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-09,Los Toldos,ExxonMobil,2025-10,2025-10-09,2025-10-13,2025-10-13,4,4,0,120.0,120.8,114760.0,2497.0,0,OTIF
ENV-00613,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-10,2025-10-16,2025-10-19,2025-10-19,3,3,0,120.0,96.0,91200.0,2196.0,0,Incompleto
ENV-00614,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-08,Aguada Pichana,Total,2025-10,2025-10-21,2025-10-29,2025-10-29,8,8,0,120.0,121.0,114950.0,9998.0,0,OTIF
ENV-00615,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-10,2025-10-01,2025-10-03,2025-10-03,2,2,0,120.0,119.8,113810.0,2467.0,0,OTIF
ENV-00616,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-10,2025-10-22,2025-10-25,2025-10-25,3,3,0,120.0,119.2,113240.0,2348.0,0,OTIF
ENV-00617,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-10,2025-10-11,2025-10-14,2025-10-14,3,3,0,120.0,121.0,114950.0,2537.0,0,OTIF
ENV-00618,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2025-10,2025-10-10,2025-10-14,2025-10-14,4,4,0,120.0,120.2,114190.0,2420.0,0,OTIF
ENV-00619,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-11,Aguada Federal,Wintershall,2025-10,2025-10-11,2025-10-18,2025-10-18,7,7,0,120.0,120.2,114190.0,10315.0,0,OTIF
ENV-00620,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-10,2025-10-01,2025-10-04,2025-10-04,3,3,0,120.0,119.3,113335.0,2601.0,0,OTIF
ENV-00621,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-09,Los Toldos,ExxonMobil,2025-10,2025-10-07,2025-10-14,2025-10-13,7,6,-1,120.0,121.0,114950.0,9649.0,0,OTIF
ENV-00622,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-03,La Amarga Chica,YPF,2025-10,2025-10-10,2025-10-14,2025-10-14,4,4,0,120.0,119.5,113525.0,3017.0,0,OTIF
ENV-00623,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-10,2025-10-04,2025-10-08,2025-10-07,4,3,-1,120.0,119.0,113050.0,2703.0,0,OTIF
ENV-00624,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2025-10,2025-10-26,2025-10-29,2025-10-30,3,4,1,120.0,120.0,114000.0,2357.0,2550,Demorado
ENV-00625,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-01,Loma Campana,YPF,2025-10,2025-10-04,2025-10-11,2025-10-11,7,7,0,120.0,121.0,114950.0,9070.0,0,OTIF
ENV-00626,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-06,Bajada del Palo,Vista,2025-10,2025-10-07,2025-10-09,2025-10-09,2,2,0,120.0,120.2,114190.0,2526.0,0,OTIF
ENV-00627,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-10,Cruz de Lorena,Shell,2025-11,2025-11-17,2025-11-25,2025-11-24,8,7,-1,120.0,118.8,112860.0,8949.0,0,OTIF
ENV-00628,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-03,La Amarga Chica,YPF,2025-11,2025-11-07,2025-11-15,2025-11-19,8,12,4,120.0,120.2,114190.0,9509.0,10200,Demorado
ENV-00629,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-06,Bajada del Palo,Vista,2025-11,2025-11-04,2025-11-07,2025-11-07,3,3,0,120.0,121.2,115140.0,2407.0,0,OTIF
ENV-00630,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-08,Aguada Pichana,Total,2025-11,2025-11-04,2025-11-08,2025-11-08,4,4,0,120.0,120.0,114000.0,2800.0,0,OTIF
ENV-00631,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-05,Rincon La Ceniza,Shell,2025-11,2025-11-15,2025-11-17,2025-11-17,2,2,0,120.0,119.3,113335.0,2594.0,0,OTIF
ENV-00632,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2025-11,2025-11-26,2025-11-28,2025-12-01,2,5,3,120.0,119.8,113810.0,2618.0,7650,Demorado
ENV-00633,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-03,La Amarga Chica,YPF,2025-11,2025-11-22,2025-11-25,2025-11-25,3,3,0,120.0,120.9,114855.0,2429.0,0,OTIF
ENV-00634,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-06,Bajada del Palo,Vista,2025-11,2025-11-12,2025-11-20,2025-11-20,8,8,0,120.0,119.8,113810.0,9606.0,0,OTIF
ENV-00635,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-10,Cruz de Lorena,Shell,2025-11,2025-11-25,2025-11-29,2025-11-29,4,4,0,120.0,121.1,115045.0,3194.0,0,OTIF
ENV-00636,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-08,Aguada Pichana,Total,2025-11,2025-11-17,2025-11-19,2025-11-19,2,2,0,120.0,119.1,113145.0,2370.0,0,OTIF
ENV-00637,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-08,Aguada Pichana,Total,2025-11,2025-11-02,2025-11-08,2025-11-08,6,6,0,120.0,120.3,114285.0,8795.0,0,OTIF
ENV-00638,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-09,Los Toldos,ExxonMobil,2025-11,2025-11-03,2025-11-06,2025-11-06,3,3,0,120.0,119.4,113430.0,2766.0,0,OTIF
ENV-00639,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-01,Loma Campana,YPF,2025-11,2025-11-18,2025-11-20,2025-11-20,2,2,0,120.0,119.9,113905.0,2578.0,0,OTIF
ENV-00640,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-05,Rincon La Ceniza,Shell,2025-11,2025-11-18,2025-11-21,2025-11-21,3,3,0,120.0,120.6,114570.0,2924.0,0,OTIF
ENV-00641,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-11,Aguada Federal,Wintershall,2025-11,2025-11-16,2025-11-19,2025-11-19,3,3,0,120.0,101.4,96330.0,2657.0,0,Incompleto
ENV-00642,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-06,Bajada del Palo,Vista,2025-11,2025-11-13,2025-11-16,2025-11-18,3,5,2,120.0,119.7,113715.0,3061.0,5100,Demorado
ENV-00643,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2025-11,2025-11-19,2025-11-22,2025-11-22,3,3,0,120.0,119.6,113620.0,2694.0,0,OTIF
ENV-00644,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-12,2025-12-08,2025-12-12,2025-12-12,4,4,0,120.0,118.8,112860.0,2494.0,0,OTIF
ENV-00645,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-07,El Trapial,Chevron,2025-12,2025-12-15,2025-12-18,2025-12-20,3,5,2,120.0,102.5,97375.0,2661.0,5100,Demorado+Incompleto
ENV-00646,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-08,Aguada Pichana,Total,2025-12,2025-12-11,2025-12-15,2025-12-15,4,4,0,120.0,120.6,114570.0,2780.0,0,OTIF
ENV-00647,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2025-12,2025-12-20,2025-12-23,2025-12-23,3,3,0,120.0,120.8,114760.0,2454.0,0,OTIF
ENV-00648,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-10,Cruz de Lorena,Shell,2025-12,2025-12-09,2025-12-11,2025-12-11,2,2,0,120.0,120.2,114190.0,2662.0,0,OTIF
ENV-00649,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-09,Los Toldos,ExxonMobil,2025-12,2025-12-09,2025-12-12,2025-12-12,3,3,0,120.0,119.5,113525.0,2774.0,0,OTIF
ENV-00650,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-06,Bajada del Palo,Vista,2025-12,2025-12-14,2025-12-17,2025-12-17,3,3,0,120.0,120.6,114570.0,2680.0,0,OTIF
ENV-00651,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-09,Los Toldos,ExxonMobil,2025-12,2025-12-01,2025-12-05,2025-12-05,4,4,0,120.0,121.1,115045.0,2742.0,0,OTIF
ENV-00652,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-10,Cruz de Lorena,Shell,2025-12,2025-12-21,2025-12-25,2025-12-24,4,3,-1,120.0,119.9,113905.0,2708.0,0,OTIF
ENV-00653,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-05,Rincon La Ceniza,Shell,2025-12,2025-12-24,2025-12-27,2025-12-27,3,3,0,120.0,100.2,95190.0,2539.0,0,Incompleto
ENV-00654,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-05,Rincon La Ceniza,Shell,2025-12,2025-12-10,2025-12-13,2025-12-12,3,2,-1,120.0,112.3,106685.0,2648.0,0,Incompleto
ENV-00655,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-07,El Trapial,Chevron,2025-12,2025-12-16,2025-12-20,2025-12-20,4,4,0,120.0,118.9,112955.0,3036.0,0,OTIF
ENV-00656,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-03,La Amarga Chica,YPF,2025-12,2025-12-09,2025-12-13,2025-12-12,4,3,-1,120.0,119.0,113050.0,2921.0,0,OTIF
ENV-00657,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-07,El Trapial,Chevron,2025-12,2025-12-03,2025-12-11,2025-12-10,8,7,-1,120.0,120.5,114475.0,8901.0,0,OTIF
ENV-00658,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-09,Los Toldos,ExxonMobil,2025-12,2025-12-04,2025-12-08,2025-12-08,4,4,0,120.0,120.1,114095.0,2871.0,0,OTIF
ENV-00659,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-02,Bandurria Sur,YPF,2025-12,2025-12-03,2025-12-06,2025-12-06,3,3,0,120.0,120.6,114570.0,2863.0,0,OTIF
ENV-00660,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-03,La Amarga Chica,YPF,2025-12,2025-12-07,2025-12-10,2025-12-10,3,3,0,120.0,120.0,114000.0,2536.0,0,OTIF
ENV-00661,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2025-12,2025-12-04,2025-12-08,2025-12-08,4,4,0,120.0,119.1,113145.0,2582.0,0,OTIF
ENV-00662,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-01,Loma Campana,YPF,2026-01,2026-01-12,2026-01-20,2026-01-20,8,8,0,120.0,120.7,114665.0,9123.0,0,OTIF
ENV-00663,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2026-01,2026-01-18,2026-01-22,2026-01-22,4,4,0,120.0,119.7,113715.0,2836.0,0,OTIF
ENV-00664,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-05,Rincon La Ceniza,Shell,2026-01,2026-01-13,2026-01-19,2026-01-19,6,6,0,120.0,120.9,114855.0,8969.0,0,OTIF
ENV-00665,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-11,Aguada Federal,Wintershall,2026-01,2026-01-15,2026-01-17,2026-01-16,2,1,-1,120.0,120.0,114000.0,3020.0,0,OTIF
ENV-00666,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-02,Bandurria Sur,YPF,2026-01,2026-01-11,2026-01-15,2026-01-14,4,3,-1,120.0,120.6,114570.0,2911.0,0,OTIF
ENV-00667,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2026-01,2026-01-11,2026-01-15,2026-01-15,4,4,0,120.0,119.1,113145.0,2540.0,0,OTIF
ENV-00668,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-10,Cruz de Lorena,Shell,2026-01,2026-01-21,2026-01-23,2026-01-23,2,2,0,120.0,120.8,114760.0,2767.0,0,OTIF
ENV-00669,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-06,Bajada del Palo,Vista,2026-01,2026-01-20,2026-01-23,2026-01-22,3,2,-1,120.0,120.2,114190.0,2767.0,0,OTIF
ENV-00670,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2026-01,2026-01-10,2026-01-12,2026-01-12,2,2,0,120.0,120.2,114190.0,2337.0,0,OTIF
ENV-00671,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-11,Aguada Federal,Wintershall,2026-01,2026-01-01,2026-01-07,2026-01-07,6,6,0,120.0,119.2,113240.0,9359.0,0,OTIF
ENV-00672,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-03,La Amarga Chica,YPF,2026-01,2026-01-14,2026-01-17,2026-01-17,3,3,0,120.0,106.7,101365.0,2841.0,0,Incompleto
ENV-00673,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-08,Aguada Pichana,Total,2026-01,2026-01-15,2026-01-21,2026-01-21,6,6,0,120.0,120.7,114665.0,9225.0,0,OTIF
ENV-00674,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2026-01,2026-01-16,2026-01-20,2026-01-20,4,4,0,120.0,119.3,113335.0,2418.0,0,OTIF
ENV-00675,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2026-01,2026-01-26,2026-01-28,2026-01-28,2,2,0,120.0,120.4,114380.0,2588.0,0,OTIF
ENV-00676,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-06,Bajada del Palo,Vista,2026-01,2026-01-01,2026-01-05,2026-01-05,4,4,0,120.0,120.2,114190.0,2367.0,0,OTIF
ENV-00677,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-06,Bajada del Palo,Vista,2026-01,2026-01-18,2026-01-21,2026-01-21,3,3,0,120.0,121.1,115045.0,2677.0,0,OTIF
ENV-00678,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-01,Loma Campana,YPF,2026-01,2026-01-24,2026-02-01,2026-02-01,8,8,0,120.0,119.7,113715.0,10579.0,0,OTIF
ENV-00679,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-03,La Amarga Chica,YPF,2026-01,2026-01-18,2026-01-20,2026-01-20,2,2,0,120.0,119.1,113145.0,2493.0,0,OTIF
ENV-00680,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2026-02,2026-02-17,2026-02-20,2026-02-21,3,4,1,120.0,120.8,114760.0,2758.0,2550,Demorado
ENV-00681,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2026-02,2026-02-14,2026-02-18,2026-02-18,4,4,0,120.0,121.2,115140.0,2772.0,0,OTIF
ENV-00682,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-11,Aguada Federal,Wintershall,2026-02,2026-02-05,2026-02-07,2026-02-06,2,1,-1,120.0,119.9,113905.0,2660.0,0,OTIF
ENV-00683,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-08,Aguada Pichana,Total,2026-02,2026-02-15,2026-02-18,2026-02-18,3,3,0,120.0,120.0,114000.0,2804.0,0,OTIF
ENV-00684,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-02,Bandurria Sur,YPF,2026-02,2026-02-05,2026-02-08,2026-02-08,3,3,0,120.0,119.5,113525.0,2823.0,0,OTIF
ENV-00685,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2026-02,2026-02-19,2026-02-22,2026-02-22,3,3,0,120.0,119.0,113050.0,2498.0,0,OTIF
ENV-00686,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-11,Aguada Federal,Wintershall,2026-02,2026-02-10,2026-02-13,2026-02-13,3,3,0,120.0,119.6,113620.0,2572.0,0,OTIF
ENV-00687,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-11,Aguada Federal,Wintershall,2026-02,2026-02-15,2026-02-22,2026-02-22,7,7,0,120.0,119.6,113620.0,8640.0,0,OTIF
ENV-00688,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-06,Bajada del Palo,Vista,2026-02,2026-02-20,2026-02-26,2026-02-26,6,6,0,120.0,120.7,114665.0,10185.0,0,OTIF
ENV-00689,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-07,El Trapial,Chevron,2026-02,2026-02-18,2026-02-25,2026-02-25,7,7,0,120.0,119.8,113810.0,8604.0,0,OTIF
ENV-00690,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2026-02,2026-02-07,2026-02-11,2026-02-11,4,4,0,120.0,120.0,114000.0,2569.0,0,OTIF
ENV-00691,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-11,Aguada Federal,Wintershall,2026-02,2026-02-26,2026-03-05,2026-03-05,7,7,0,120.0,120.0,114000.0,10430.0,0,OTIF
ENV-00692,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-10,Cruz de Lorena,Shell,2026-02,2026-02-16,2026-02-18,2026-02-18,2,2,0,120.0,119.8,113810.0,2563.0,0,OTIF
ENV-00693,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-08,Aguada Pichana,Total,2026-02,2026-02-02,2026-02-06,2026-02-06,4,4,0,120.0,120.3,114285.0,2892.0,0,OTIF
ENV-00694,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-02,Bandurria Sur,YPF,2026-02,2026-02-10,2026-02-13,2026-02-12,3,2,-1,120.0,120.8,114760.0,2630.0,0,OTIF
ENV-00695,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-09,Los Toldos,ExxonMobil,2026-02,2026-02-10,2026-02-12,2026-02-12,2,2,0,120.0,119.9,113905.0,3008.0,0,OTIF
ENV-00696,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-10,Cruz de Lorena,Shell,2026-02,2026-02-09,2026-02-13,2026-02-16,4,7,3,120.0,120.7,114665.0,2811.0,7650,Demorado
ENV-00697,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2026-03,2026-03-02,2026-03-05,2026-03-05,3,3,0,120.0,120.3,114285.0,2477.0,0,OTIF
ENV-00698,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-03,La Amarga Chica,YPF,2026-03,2026-03-26,2026-03-30,2026-03-30,4,4,0,120.0,119.8,113810.0,2331.0,0,OTIF
ENV-00699,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-03,La Amarga Chica,YPF,2026-03,2026-03-13,2026-03-16,2026-03-16,3,3,0,120.0,120.2,114190.0,2602.0,0,OTIF
ENV-00700,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-10,Cruz de Lorena,Shell,2026-03,2026-03-20,2026-03-28,2026-03-28,8,8,0,120.0,119.5,113525.0,8804.0,0,OTIF
ENV-00701,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2026-03,2026-03-01,2026-03-03,2026-03-03,2,2,0,120.0,119.8,113810.0,2676.0,0,OTIF
ENV-00702,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-02,Bandurria Sur,YPF,2026-03,2026-03-26,2026-03-29,2026-03-29,3,3,0,120.0,121.0,114950.0,3036.0,0,OTIF
ENV-00703,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-08,Aguada Pichana,Total,2026-03,2026-03-15,2026-03-22,2026-03-22,7,7,0,120.0,120.8,114760.0,8732.0,0,OTIF
ENV-00704,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2026-03,2026-03-01,2026-03-04,2026-03-04,3,3,0,120.0,120.1,114095.0,2490.0,0,OTIF
ENV-00705,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-09,Los Toldos,ExxonMobil,2026-03,2026-03-16,2026-03-18,2026-03-18,2,2,0,120.0,119.6,113620.0,2355.0,0,OTIF
ENV-00706,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-08,Aguada Pichana,Total,2026-03,2026-03-21,2026-03-24,2026-03-24,3,3,0,120.0,119.8,113810.0,2413.0,0,OTIF
ENV-00707,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-06,Bajada del Palo,Vista,2026-03,2026-03-24,2026-03-26,2026-03-26,2,2,0,120.0,121.0,114950.0,2821.0,0,OTIF
